ITEM_COUNT,I_DATE,SMALL_AREA_NAME,PURCHASEID_hash,USER_ID_hash,COUPON_ID_hash
2,2012-03-13 00:29:18,銀座・新橋・東京・上野,6f0b1da67d70392cbd8fb40740371a76,560574a339f1b25e57b0221e486907ed,34ea3cc1cf4ec57f3547c5fcd4de3abe
1,2012-03-31 01:31:08,渋谷・青山・自由が丘,c80173987b3515b63b90617aad48a4d3,560574a339f1b25e57b0221e486907ed,129a696dac8e7eb0903f02ae217c636e
1,2012-04-05 09:21:21,新宿・高田馬場・中野・吉祥寺,d3ce3a8259e6755971616fb853e2f23a,560574a339f1b25e57b0221e486907ed,716abc8dcbfee15cf79e7c25c77a2456
1,2012-05-04 10:30:23,恵比寿・目黒・品川,ad5fcf63d2793315c46d9a5dd624f233,560574a339f1b25e57b0221e486907ed,cea20b04d7bb26b521db4f3803737af4
1,2012-05-17 20:56:09,新宿・高田馬場・中野・吉祥寺,b3606c6ad14c7771a80613f721aa05a3,560574a339f1b25e57b0221e486907ed,d0590f9b80fd6aa59a31808a41dfd00c
1,2012-06-12 22:50:48,群馬,d5f196b588dd5dc4b2f4611d7eb17a23,560574a339f1b25e57b0221e486907ed,4b4a03629482c17c3b83b46c2704a1d1
1,2011-07-22 08:51:34,愛知,fe61ec0d6cc9b0869e89ab47c4369942,e66ae91b978b3229f8fd858c80615b73,bf1c42f4f879f879e941246d32a68eff
1,2012-02-08 13:04:05,山形,d88f6ab0f9b8d737c74e1e39e67045b8,43fc18f32eafb05713ec02935e2c2825,e1d91d56d2a86d4cbe08e155497ad8f6
1,2012-04-03 15:22:55,新宿・高田馬場・中野・吉祥寺,1cef71947aa1f80e7fa86b44c89d8ec0,43fc18f32eafb05713ec02935e2c2825,89b72c8e0e8272e05524b11d08c8a6fe
1,2012-05-21 19:41:41,新宿・高田馬場・中野・吉祥寺,e47445e2f58d7e9c052aa05a75bf3cdd,43fc18f32eafb05713ec02935e2c2825,bf69bd9e0e26fa1f62243d1fcada38f1
1,2012-06-04 21:39:42,新宿・高田馬場・中野・吉祥寺,0325b7df2461cc47c4a46c2eb6e73dae,43fc18f32eafb05713ec02935e2c2825,09411858ae07c0be91aeeddacf4556b4
1,2011-07-12 21:26:25,赤坂・六本木・麻布,6236509d170335ddac913622eb1be627,dc6df8aa860f8db0d710ce9d4839840f,05f44676bd11c9f124c4a777c237d37f
1,2011-08-02 10:27:13,赤坂・六本木・麻布,4032e8b84605e88a7013e24c2e0c6ee1,dc6df8aa860f8db0d710ce9d4839840f,dba06f247ef3de4110017849d6e6535b
2,2011-08-15 00:20:04,恵比寿・目黒・品川,5e2891fa2e1ae43204b94970bdb6a413,dc6df8aa860f8db0d710ce9d4839840f,85b51e105d6faba453d30cd1504e0488
1,2011-08-18 01:12:12,川崎・湘南・箱根他,1c34a0e1505de5679c52a348bdc2195c,dc6df8aa860f8db0d710ce9d4839840f,0bbe8c44a9209af9a3e0d80a31038c84
3,2011-08-20 08:18:11,新宿・高田馬場・中野・吉祥寺,e53483c228cfcd6a36d8f013914986ec,dc6df8aa860f8db0d710ce9d4839840f,07d2e4b28b30fa0273921db95f345b5e
2,2011-11-03 21:19:14,川崎・湘南・箱根他,1d060ab13ecd0dc59e8870ef7583703e,dc6df8aa860f8db0d710ce9d4839840f,559f58ac5e68304f6d091021394dcc89
2,2011-11-03 21:20:37,川崎・湘南・箱根他,5d4c03e33aa3939eae04fad5a73cc91f,dc6df8aa860f8db0d710ce9d4839840f,559f58ac5e68304f6d091021394dcc89
2,2011-11-03 21:22:11,川崎・湘南・箱根他,ccbfca8986b7a439c56ba0a7afda1e6c,dc6df8aa860f8db0d710ce9d4839840f,559f58ac5e68304f6d091021394dcc89
2,2011-11-04 23:02:43,川崎・湘南・箱根他,9294198d4e3e40aa9a2ed73a5b9c63c0,dc6df8aa860f8db0d710ce9d4839840f,559f58ac5e68304f6d091021394dcc89
2,2011-11-04 23:04:07,川崎・湘南・箱根他,e66466f53a948c472f68aa39df14d304,dc6df8aa860f8db0d710ce9d4839840f,559f58ac5e68304f6d091021394dcc89
1,2011-11-07 11:21:44,銀座・新橋・東京・上野,a51d60d7e49ba336b2e58fbd103ca1a2,dc6df8aa860f8db0d710ce9d4839840f,1bf3ce84db62ca4214b23a93998b9ffa
2,2011-11-11 22:40:40,埼玉,ef812364a7b0255de8bf1db070e2f95c,dc6df8aa860f8db0d710ce9d4839840f,0394e192ed04323c8fc9f94f7659170d
1,2011-11-29 22:56:25,横浜,98acf2c7b44c2737fe19cf46c49dd85c,dc6df8aa860f8db0d710ce9d4839840f,f586acc410c768b6e82866da2f907a7a
2,2011-12-06 16:56:14,渋谷・青山・自由が丘,4fd0d763adf16dddbcb0a5fa7d8c9dc0,dc6df8aa860f8db0d710ce9d4839840f,c4d949ae6c7f9e3acd6f7e646b0f47bc
1,2012-01-04 22:05:00,川崎・湘南・箱根他,468c216f105df88f28bdfe3504224049,dc6df8aa860f8db0d710ce9d4839840f,53c6d71efa6956a0c2a252a02403b3b2
2,2012-02-28 21:33:15,川崎・湘南・箱根他,ee6a757ab2a6841793564455f96fbdfe,dc6df8aa860f8db0d710ce9d4839840f,f0308c5ec9b6ae3233fcd589e2dd2bc6
2,2012-03-23 19:19:41,新宿・高田馬場・中野・吉祥寺,40de6ae77b0f6ac1f81dfb372268b1dd,dc6df8aa860f8db0d710ce9d4839840f,cea56a46fa5445ba40e78dafe157e12e
2,2012-03-27 22:33:39,横浜,6016cc07988bec0fdb846a9998d76c6c,dc6df8aa860f8db0d710ce9d4839840f,06525981b04eca6eefe7d772cedd1b7f
1,2012-04-01 21:37:47,横浜,397d8f8c768b04b83494964d991ca721,dc6df8aa860f8db0d710ce9d4839840f,f3d308a0952ecc2822cb4876ff83c7e4
1,2012-04-01 21:39:52,横浜,18b1b53cecbb6606929d8ca7a017ec95,dc6df8aa860f8db0d710ce9d4839840f,f3d308a0952ecc2822cb4876ff83c7e4
1,2012-04-26 21:05:59,栃木,9a08e57a525a816606c1763cec5dfab1,dc6df8aa860f8db0d710ce9d4839840f,af9b41dbbe4023b5146a0b4c83116f53
2,2012-05-24 22:08:29,横浜,f79776504c42047dee0c72f5c2554bd2,dc6df8aa860f8db0d710ce9d4839840f,893569bf61a83f7fceed79b1ee4bcef1
2,2011-11-20 18:36:26,広島,a2121b24a10576765fd738a7fe4bf6b4,f430e8302c1fd0915bce0c068ecb2f82,026bc45db375aa3e8d9687b87905563e
1,2011-08-24 23:41:39,新宿・高田馬場・中野・吉祥寺,19f4aeecab179ef58535ac776a1c2cc2,f3722c3232531440308e8017f28b8cdd,bd5a37c2ec8ee807a7780257976d94a1
1,2011-10-22 13:54:29,川崎・湘南・箱根他,238bf231c8d45a5bcf503145560f1bd6,f3722c3232531440308e8017f28b8cdd,f68fbfb4a03931c4bb6f40a62a378261
1,2011-11-01 22:07:33,新宿・高田馬場・中野・吉祥寺,181b8343f3cf2dfc2d138eb76bec9896,f3722c3232531440308e8017f28b8cdd,a262c7ff56a5cd3de3c5c40443f3018c
1,2012-02-01 22:17:21,池袋・神楽坂・赤羽,d933ecc94dd5735cfd952e93c248f80a,f3722c3232531440308e8017f28b8cdd,99307241673fa5f22e06f6336a650e28
2,2012-03-28 22:28:54,川崎・湘南・箱根他,8678d8daea649e452c2971860978fbb9,f3722c3232531440308e8017f28b8cdd,06525981b04eca6eefe7d772cedd1b7f
1,2012-06-04 22:05:34,新宿・高田馬場・中野・吉祥寺,01ae67e3019d38a2a33241c4ef0a902c,f3722c3232531440308e8017f28b8cdd,09411858ae07c0be91aeeddacf4556b4
1,2011-08-03 11:45:20,三重,76cc83aeccc61bca5a1e66122108ff00,566c410a12848492cfd5d0e1019210a5,2eb1341be2fa760c0451696ef45e70b3
1,2011-09-28 21:44:33,三重,1eb65726f873150de3d99250f139c562,566c410a12848492cfd5d0e1019210a5,229ff5cc21c8d26615493be7f3b42841
1,2011-10-13 20:12:23,岐阜,f39331c94aac334d006c88ceaa3c7115,566c410a12848492cfd5d0e1019210a5,7eb42752651c189e0f55ea07214575b4
2,2011-10-13 20:14:21,岐阜,7f7f3dec1ad6a9edd9f7e87b1ea1341d,566c410a12848492cfd5d0e1019210a5,fc50a13e8c6fe7d7ca344a99cd79bbeb
2,2011-11-26 00:33:37,愛知,9071b06c89dbd8a3b551189314fe5e2c,566c410a12848492cfd5d0e1019210a5,a6a8c6d84ca52a02c8e88d05ea1159b3
1,2012-01-31 20:07:51,愛知,7a48e1456c6fd962c96163fb24440ae3,566c410a12848492cfd5d0e1019210a5,99307241673fa5f22e06f6336a650e28
1,2012-02-12 15:38:52,静岡,2f09903dfa330d31c856615dda460aeb,566c410a12848492cfd5d0e1019210a5,69f893930cd51d0fd9ecc21cb57752a6
1,2012-06-04 20:13:48,新宿・高田馬場・中野・吉祥寺,2f6dfbe48def9a143c3915d75ec0fae9,566c410a12848492cfd5d0e1019210a5,09411858ae07c0be91aeeddacf4556b4
1,2012-01-01 00:58:25,新宿・高田馬場・中野・吉祥寺,04b079c7820ad57e33ea37297a1b520d,409d495d62c15f6fdbdff3e302d6db20,8191e1d26b73aabd21345bdb8f60dcef
2,2012-01-12 11:04:40,キタ,1b1f56c687a45835c4a8d0a53e15feee,409d495d62c15f6fdbdff3e302d6db20,393d96af481a14617330a1a4f63206f6
2,2012-01-18 11:46:52,ミナミ他,73ca4e9ea60df43d692c5446ed47590d,409d495d62c15f6fdbdff3e302d6db20,9accd387a21750f9c4a00d0599ba5dba
2,2012-01-24 12:15:39,キタ,4e97d121d128968e950087cd438f0922,409d495d62c15f6fdbdff3e302d6db20,d0e1b63cb7cc32edc3a6c619e4215368
1,2012-02-07 14:06:37,銀座・新橋・東京・上野,85b8d8176c5ce1c5f0ec39b6340c6719,409d495d62c15f6fdbdff3e302d6db20,d8648772edcfc8425b7b2c681065f29b
1,2012-02-07 14:09:47,銀座・新橋・東京・上野,73ae478cb87dbd3c6e217d019656e6b5,409d495d62c15f6fdbdff3e302d6db20,dd1f3aa5af2975b3315e2f1bafcd0f3a
2,2012-03-21 11:25:36,キタ,cad60b43e3532d72cee5d5cd9dba0947,409d495d62c15f6fdbdff3e302d6db20,1c95375dbc927a597854cdb3a75c91ac
4,2012-03-27 16:48:24,キタ,76687c9844ce82923f05c6fbaaa1a371,409d495d62c15f6fdbdff3e302d6db20,fd3155236f94e247206b7f85263b99b8
1,2012-04-09 21:21:48,滋賀,127ad88f47af7ae525ef1595a034f385,409d495d62c15f6fdbdff3e302d6db20,a95964cec8744a75530c477b7f54a359
1,2012-04-11 17:16:08,ミナミ他,2af12c80b43e2fd14d071d2d0b1ae9ce,409d495d62c15f6fdbdff3e302d6db20,d67458c7b879ea458e4b2fe2fd03c901
2,2012-04-12 11:15:47,キタ,cc3db35dcb7b87ed8acdf3a1db9071cf,409d495d62c15f6fdbdff3e302d6db20,bb28ea723d30626d03f2d048409eddaf
2,2012-04-16 09:11:54,京都,9332009e2fa4da51cb3f681ba0427696,409d495d62c15f6fdbdff3e302d6db20,330f7941f2780c7a52c9f7c4735305a8
2,2012-06-20 12:47:17,キタ,fb57ae8b435a54f2e43968111fbfcb91,409d495d62c15f6fdbdff3e302d6db20,75bcc89de38387ae91c1550e298b51a1
1,2012-01-05 08:44:24,北海道,422c3e8172836560b7caf3ec12c6ab05,72f88db98f71be3f53c8090a02febc77,113136ab9ebcbc17070129405bad96da
1,2012-04-03 18:01:21,新宿・高田馬場・中野・吉祥寺,8dd554e0e649cff7ff108829d4087f70,72f88db98f71be3f53c8090a02febc77,89b72c8e0e8272e05524b11d08c8a6fe
1,2011-07-14 12:20:45,石川,db24c53e29a0a6ea3c0c13360591bbbf,1001a440695a0063f119a1ce9e4437f7,ed3e0bf8cb40875b9169062e4310fd49
1,2011-07-22 12:20:28,石川,8fe9b523c756c8d40bef063ff11b8291,1001a440695a0063f119a1ce9e4437f7,938717d0df8d69d201d1aa1937129785
1,2011-11-28 12:11:42,新宿・高田馬場・中野・吉祥寺,dba2971f7f58df50eed602c566c5f855,1001a440695a0063f119a1ce9e4437f7,a262c7ff56a5cd3de3c5c40443f3018c
1,2012-05-16 18:52:07,長野,42e021cda2cec4bbf91e1f00f3cebaa6,1001a440695a0063f119a1ce9e4437f7,3e3eac3c3d75bf660d65dfe349f53338
1,2011-10-27 01:38:56,新宿・高田馬場・中野・吉祥寺,63cd0eea8dd52e273cdda89f12a0cf8f,d75c1a44b151d66eaf2e70146adbccb4,a262c7ff56a5cd3de3c5c40443f3018c
2,2012-03-18 02:57:01,千葉,1171f4a19657e984a2041e44319e8c5c,d75c1a44b151d66eaf2e70146adbccb4,dff65c806408ce085db1266cb4cb0181
1,2012-04-28 23:31:23,新宿・高田馬場・中野・吉祥寺,bbc56db8fdd903f3be5a24f7603ace77,d75c1a44b151d66eaf2e70146adbccb4,a32ef15d9aaccde1659de4eb7bdf14cf
1,2011-07-04 09:16:54,兵庫,96a5a0e775b757c92f5cd8488f176eaf,70479ee8862d202936b82f61510a082d,767673b7a777854a92b73b0934ddfae7
1,2011-07-12 02:11:48,ミナミ他,741f5550eb04979c5e41dab077c12a20,70479ee8862d202936b82f61510a082d,ee1ce5371e2fde27bcddc89efbdafe8c
1,2011-07-12 02:13:29,ミナミ他,2e8fd2e408b834d8fb0088e2494c33c5,70479ee8862d202936b82f61510a082d,ee1ce5371e2fde27bcddc89efbdafe8c
4,2011-07-14 17:37:05,キタ,28d09ac132bef6f1b3b5e6c282e032df,70479ee8862d202936b82f61510a082d,a65a29137a0bc1bae5d245bb747fe08d
4,2011-07-16 12:37:43,ミナミ他,e84db9b2913815bd86884fc492604cb3,70479ee8862d202936b82f61510a082d,05b37e4b91f5de5576c3f93189883b70
2,2011-07-16 21:29:01,ミナミ他,1d1314859d2e336c9f296508a5175f31,70479ee8862d202936b82f61510a082d,1f5982af17d593ef1f11d0d9194a8b3d
4,2011-07-26 09:48:01,ミナミ他,977efceb65aa71401b77f4aa2ccb09d7,70479ee8862d202936b82f61510a082d,7371b969ecc25ada1525a71ddb609f66
1,2011-08-20 22:12:41,キタ,2de6dc7501c01ddc04a9ad0a946540c6,70479ee8862d202936b82f61510a082d,ded8ef381e525851fb7613c32fceb01e
1,2011-08-26 13:43:40,ミナミ他,87cabd4db31281bbc4e54e2e5c7d2ab8,70479ee8862d202936b82f61510a082d,d88fcfbd1e7715b01de62bfc8bd0e2c1
4,2011-08-29 12:41:42,キタ,0bf7494c5c18c9b6cc6c5a7c158bd776,70479ee8862d202936b82f61510a082d,854813fcf6e23a4ca95430b750883a3c
4,2011-09-08 14:17:59,ミナミ他,3a713f4c57d2633bb5fc49ce045d6c00,70479ee8862d202936b82f61510a082d,bea9823f7fa316df62bde560d12e41fe
1,2011-09-12 12:11:05,ミナミ他,ab8d301459f2aa5dcb0caa665f0d53cc,70479ee8862d202936b82f61510a082d,5d2375eac04a652458c496879322ab6f
2,2011-10-07 19:29:50,ミナミ他,41f0b7514c53cb92395427d2e08b409a,70479ee8862d202936b82f61510a082d,01368116ee34cffa984b056394b83843
5,2011-10-08 09:03:03,キタ,f2d8d2bdc8ed1ad2af1a9616c2e77a08,70479ee8862d202936b82f61510a082d,161b05743018a4cba9d8bcfa6c474b44
1,2011-10-09 13:01:45,ミナミ他,a946481999503d19949dd9dcd3642c54,70479ee8862d202936b82f61510a082d,d119a88608c1511c62419996f9ca8c57
4,2011-10-25 20:34:11,ミナミ他,640650068a33850f87e58c466a7246fe,70479ee8862d202936b82f61510a082d,0b161f51d9749f21671914138cbcc1f0
5,2011-11-02 14:52:44,キタ,a41b182a5e7d4ba1cfb570e58ed66965,70479ee8862d202936b82f61510a082d,2144962a0cc266dee9618e6244effc8f
1,2011-11-06 20:17:15,新宿・高田馬場・中野・吉祥寺,ad6f87de369dfd74218154d0fd116cbe,70479ee8862d202936b82f61510a082d,a262c7ff56a5cd3de3c5c40443f3018c
4,2011-11-25 13:45:19,ミナミ他,9706025f46b2cb5a70d2eeb8a1066282,70479ee8862d202936b82f61510a082d,2157d185467abecb7179d92250abcc78
1,2011-12-02 01:14:29,ミナミ他,1963a5e0888be746fe4bdef9a31166bf,70479ee8862d202936b82f61510a082d,697b3f5ba7821ee43a982ec5e0483463
4,2011-12-28 09:44:08,キタ,a30c2cb3e0a1d069c44a66b435f378a5,70479ee8862d202936b82f61510a082d,5ff6226d5c988bbdd1c5bf667b5fd2b0
4,2012-01-10 11:48:05,ミナミ他,a4a7da5e28c6e4c061b14ec4a4243f56,70479ee8862d202936b82f61510a082d,d5ea5ce38fb8685ea8674e432640da14
4,2012-02-07 12:25:02,ミナミ他,ed5f8494b682067bae38904fe2d0704c,70479ee8862d202936b82f61510a082d,0ce165e4c14ff5aa4be90ac6241ebad6
1,2012-03-17 21:35:59,和歌山,81bb5d5274abdd165a855fcfb0741fd1,70479ee8862d202936b82f61510a082d,a1999523dad6d5c39420809e8c9884a2
1,2012-04-09 00:55:23,ミナミ他,a6f2587946fb843c0c8016438f6cd942,70479ee8862d202936b82f61510a082d,a9f9c7dd4000798fe9975d2f5586096a
4,2012-04-17 10:45:20,キタ,bcf74b3b8d56479bc6ef511876c7368e,70479ee8862d202936b82f61510a082d,d759211b4c4e1021bf795581562e7fb1
2,2012-05-01 17:18:58,滋賀,9f70891f043179f1b70e032b01ae2b50,70479ee8862d202936b82f61510a082d,87482fa4730bcf6e04e816effc1227d1
1,2012-06-04 17:57:42,新宿・高田馬場・中野・吉祥寺,677f06cba9cad67a0d68402d78c8613c,70479ee8862d202936b82f61510a082d,09411858ae07c0be91aeeddacf4556b4
2,2012-06-20 14:33:19,キタ,5a4c84c775ce8d525809d61daa90e3d8,70479ee8862d202936b82f61510a082d,f9ef6170de93c4957d17da35ea0d4a84
1,2011-09-13 10:06:23,新宿・高田馬場・中野・吉祥寺,080a3bdaa26656e1e62c48394e1bd672,a96643bfe2d011d300de46b7ccf2ea86,7396d12c055c0e43e64eb4797077ad8d
1,2011-09-15 19:47:29,川崎・湘南・箱根他,8ec7fae456c56dc635ac4ed48cdb0ea5,a96643bfe2d011d300de46b7ccf2ea86,6d776dc58114e5e6b2530374640fa304
1,2011-09-15 19:52:16,川崎・湘南・箱根他,7dcd40d2a0c924fc674c60472cc56a07,a96643bfe2d011d300de46b7ccf2ea86,6d776dc58114e5e6b2530374640fa304
1,2011-09-30 08:08:31,銀座・新橋・東京・上野,6f75f2edf83fca79dd4f6e4b1a0b4afd,a96643bfe2d011d300de46b7ccf2ea86,229ff5cc21c8d26615493be7f3b42841
1,2011-07-23 17:16:07,鹿児島,dfc6463bcd3fe5db03b6a0098f6abbff,f972d228e410ec346fe0d817e8dbd245,0de0f9aa267816ee9d65a34d577996c6
1,2011-07-23 17:16:54,鹿児島,10ef5b624557945fa65411357fbf09ad,f972d228e410ec346fe0d817e8dbd245,0de0f9aa267816ee9d65a34d577996c6
1,2011-07-22 19:41:02,佐賀,fde2db14bb9851c42c3fcd6457522488,28049e0d4cc904ac3a9b7635a0541960,656c1df363fa451becd6cd1235b726ba
1,2011-07-27 16:56:08,長崎,896c4d20edc809954224daa5fb8e8133,28049e0d4cc904ac3a9b7635a0541960,30a68eca0c36180dd81a3fc47ed8543d
1,2011-07-30 19:46:42,長崎,eb55361b4e3721196b08d3ff5f3a56a3,28049e0d4cc904ac3a9b7635a0541960,5165ce4c0f92627960ec5bf041f8dd4c
1,2011-08-03 19:31:16,佐賀,62d7d22d957bfa9e9aa521117824586b,28049e0d4cc904ac3a9b7635a0541960,01b263b57d18b2ee12a8b8dc70789cf6
1,2011-08-10 21:11:04,福岡,6ecce6158ce0d8b0216939998bf418a8,28049e0d4cc904ac3a9b7635a0541960,fe138cc93787d3a8436057a6ed9fca1e
1,2011-09-17 19:08:20,大分,72bccb12c4aa449d35f04e274dd0199f,28049e0d4cc904ac3a9b7635a0541960,9975d969dce56334f85ae009ae86a33f
1,2011-09-21 13:57:54,長崎,e42db5875baaf14bf30918574333d802,28049e0d4cc904ac3a9b7635a0541960,76243cec60f808874c48c73fbd74dfcc
1,2011-09-28 19:52:35,佐賀,62d67cb8182e77cddd8de3d4bbfe420f,28049e0d4cc904ac3a9b7635a0541960,d2e9e6106158799764d4ef956a6e02ef
1,2011-09-30 10:31:35,佐賀,e55e8526ad6275f7aadef0c8f566617a,28049e0d4cc904ac3a9b7635a0541960,d2e9e6106158799764d4ef956a6e02ef
1,2011-10-09 23:17:41,佐賀,122d0bc75961747d3f40537ec36d4dcc,28049e0d4cc904ac3a9b7635a0541960,3bef614b7e67ebbd1588a9d05b6ad374
1,2011-11-22 16:19:37,長崎,1e6fea4d180269e34bb7d66c72029de6,28049e0d4cc904ac3a9b7635a0541960,dce5527b5da0fca4ad4dd795db03268a
1,2011-11-25 14:27:05,宮崎,f25f54c18d8b43106e8cabb406bc1efc,28049e0d4cc904ac3a9b7635a0541960,f4c6884d668f59af0b1c838bf112ad56
1,2011-11-28 19:32:42,大分,43b356e96321927b29adc058c3b4b17e,28049e0d4cc904ac3a9b7635a0541960,4fab9b7c3ab76b6acbc94f7317738b12
1,2011-12-19 09:51:22,宮崎,98dcfd9fb9410b4fab1346e1f93a1579,28049e0d4cc904ac3a9b7635a0541960,e66b564bc0d7e9c821f45a57c7233637
1,2012-01-16 23:32:13,長崎,ff29cf124b2da317be37fc410204fb1d,28049e0d4cc904ac3a9b7635a0541960,cc30bb1f42d944167cf5f569dc9bc3d1
1,2012-01-29 15:18:49,長崎,cb0e3bcc79d197d204875cff04e2ee97,28049e0d4cc904ac3a9b7635a0541960,59542bf5a66f4db9348972b9e3858424
4,2012-02-19 12:26:00,福岡,dbfbfa3245a9f7610427fa05fad06aae,28049e0d4cc904ac3a9b7635a0541960,39a953fec328b2f54976bff13ccbec04
2,2012-02-19 12:27:29,福岡,287e77425244e1ba7b8145a1b3e62275,28049e0d4cc904ac3a9b7635a0541960,39a953fec328b2f54976bff13ccbec04
1,2012-03-18 18:00:00,長崎,ee56bd73ef16fc0e130a6ee7b44446e5,28049e0d4cc904ac3a9b7635a0541960,1e5aebca3c1cc8e9e0e5e4f6e7d19f42
1,2012-03-20 09:54:38,佐賀,51eec240850c5a4e7978954b6833e6fe,28049e0d4cc904ac3a9b7635a0541960,48948527d6a8e075090393f3d95e31bf
2,2012-06-17 22:12:54,大分,2f3d47f0c1f96041e15df2a4a4c677f1,28049e0d4cc904ac3a9b7635a0541960,8938ef50381041984cb177b3cea2edf0
2,2012-06-21 20:00:35,福岡,1e07c95ebf5b76e87079702d8357fed3,28049e0d4cc904ac3a9b7635a0541960,be0b7050ee2cf296e1b24b1ecfd9c66b
2,2012-06-21 20:00:35,福岡,6f8041bec9a65faffaa273441c290b41,28049e0d4cc904ac3a9b7635a0541960,be0b7050ee2cf296e1b24b1ecfd9c66b
3,2011-12-05 08:48:20,沖縄,a385fd22741eef20c4e189fc909ee60c,617b343271094ed99f3226c2535d0a11,8b23a5dd048639401efcb63215426f95
1,2012-01-09 14:55:37,新宿・高田馬場・中野・吉祥寺,163776c175bfc7d6a96b122fc4c584d5,eb2e1864a5db99653a03b3052824b211,f9bc49f6eb35223b236ea058ce3e9fce
1,2012-06-04 23:44:14,新宿・高田馬場・中野・吉祥寺,6ee5fc18ed696053d2868716f5126ac5,eb2e1864a5db99653a03b3052824b211,1fc2eeba0f67b2f227832aa515bc605d
1,2011-08-01 00:09:11,新宿・高田馬場・中野・吉祥寺,95a34717927269465fbe04d68e4cfbfe,80854ed829ef3f4e15f072884d8903c4,3fcfe22490030c9497ce1bfd3f5570eb
1,2011-08-16 12:56:28,キタ,9a929691148c2995783ce537c2244415,80854ed829ef3f4e15f072884d8903c4,fccfc9d19e93e1712855bfdaf47b0b73
1,2011-10-02 17:17:19,佐賀,ce55b4105723131d277b81a15e7587fa,80854ed829ef3f4e15f072884d8903c4,70d88114012adf832e8131bc947003ba
1,2011-10-29 12:42:50,新宿・高田馬場・中野・吉祥寺,90faaba3dcf351e3aa6e3c3f0f1c1555,80854ed829ef3f4e15f072884d8903c4,a262c7ff56a5cd3de3c5c40443f3018c
1,2011-11-27 19:38:16,宮崎,032d6afbeec49279dff9a7daf3c7a872,80854ed829ef3f4e15f072884d8903c4,1a27014822e090176a0aa43735b76c4b
1,2011-08-07 17:53:27,新宿・高田馬場・中野・吉祥寺,04cc90006b2809fa5bdb2826687c6dff,73011216a9731f575f857b08a891c9ee,d2dfa73f8ab82d7298f75e24211dde11
1,2011-10-02 18:21:42,横浜,20fd7bca3605200702d0d340f698beb6,73011216a9731f575f857b08a891c9ee,1670c7325e2200eb8a6c13538a878302
1,2011-10-29 09:44:22,新宿・高田馬場・中野・吉祥寺,1196d0505845e0ceb98c473596d74327,73011216a9731f575f857b08a891c9ee,b8b4f2789a6982c5e6130600f05f7d47
1,2011-11-19 17:32:45,渋谷・青山・自由が丘,cca6a6b267f44fcf5f8cb590f884c9b2,73011216a9731f575f857b08a891c9ee,0b33f0b286fc19f2c70d4733b33c4811
1,2011-11-19 17:34:59,渋谷・青山・自由が丘,6b14bc5a716bf766a223749e71722467,73011216a9731f575f857b08a891c9ee,0b33f0b286fc19f2c70d4733b33c4811
4,2012-03-20 17:18:04,横浜,1d0dc575bda4f7caa48e8c83163a71f1,73011216a9731f575f857b08a891c9ee,c41286f8c7e75d338c79a4b5023a1013
10,2012-04-03 20:31:37,川崎・湘南・箱根他,440463033606b59c889174342c3d0405,73011216a9731f575f857b08a891c9ee,37266e06ac860389eb16a929b8b31503
1,2012-04-03 20:32:36,新宿・高田馬場・中野・吉祥寺,fc85f5470209f460403aad1092312716,73011216a9731f575f857b08a891c9ee,89b72c8e0e8272e05524b11d08c8a6fe
